epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
7,20.8621,1.11677,0.78663,0.97451,0.80125,0.81217,0.85083,0.54837,1.22885,1.0302,1.08196,0.000507924,0.000507924,0.000507924
8,24.1999,1.15747,0.76648,1.02125,0.88386,0.83031,0.9017,0.59364,1.19609,0.93761,1.10103,0.000577034,0.000577034,0.000577034
9,26.7032,1.14406,0.74857,1.02281,0.81456,0.82818,0.87321,0.58373,1.17667,0.92525,1.06127,0.00064456,0.00064456,0.00064456
10,29.186,1.11379,0.76752,0.99365,0.77145,0.83936,0.87476,0.5668,1.27583,1.44687,1.11851,0.000710502,0.000710502,0.000710502
11,31.6463,1.08526,0.74279,1.01549,0.81921,0.85059,0.89439,0.60105,1.13995,1.11106,1.0825,0.00077486,0.00077486,0.00077486
12,34.7757,1.06892,0.76091,0.99777,0.77762,0.82101,0.85773,0.56884,1.15789,1.1719,1.07593,0.000837634,0.000837634,0.000837634
13,38.7001,1.04405,0.67205,0.96505,0.77926,0.84205,0.86988,0.56024,1.23546,1.66361,1.09456,0.000898824,0.000898824,0.000898824
14,41.8395,1.0785,0.75916,0.99226,0.79622,0.83885,0.86631,0.54547,1.26204,1.38423,1.10073,0.00095843,0.00095843,0.00095843
15,44.315,1.09637,0.83466,0.96672,0.81358,0.87566,0.89759,0.60696,1.14264,0.94742,1.05655,0.00101645,0.00101645,0.00101645
16,46.8289,1.08681,0.76085,0.96139,0.81515,0.85165,0.88524,0.59368,1.14798,1.25244,1.06666,0.00107289,0.00107289,0.00107289
17,49.3255,1.03412,0.78975,0.96964,0.7825,0.8447,0.85059,0.55773,1.17235,1.12452,1.08579,0.00112774,0.00112774,0.00112774
18,52.3443,1.0407,0.72642,0.96316,0.82958,0.84525,0.89564,0.58634,1.24054,0.86514,1.1091,0.00118101,0.00118101,0.00118101
19,55.7494,1.05664,0.71865,0.984,0.82334,0.83565,0.89471,0.59323,1.18796,1.13028,1.08096,0.0012327,0.0012327,0.0012327
20,58.2128,1.01683,0.65927,0.94644,0.81615,0.8207,0.87834,0.58899,1.15928,1.21182,1.06641,0.0012828,0.0012828,0.0012828
21,60.6201,1.0662,0.62271,0.95568,0.8134,0.85135,0.86535,0.53113,1.3247,0.91916,1.14706,0.00133132,0.00133132,0.00133132
22,63.015,1.04187,0.63529,0.96136,0.8299,0.86446,0.88419,0.58449,1.19192,1.03696,1.09289,0.00137825,0.00137825,0.00137825
23,65.4704,1.01885,0.66717,0.96419,0.81652,0.85017,0.87003,0.58505,1.14946,1.02929,1.07093,0.0014236,0.0014236,0.0014236
24,68.954,0.99582,0.61171,0.93541,0.80753,0.86421,0.89426,0.59365,1.18976,0.89938,1.08879,0.00146737,0.00146737,0.00146737
25,71.5261,1.07266,0.64891,1.00922,0.81692,0.85912,0.90212,0.60437,1.16682,0.94141,1.07873,0.00150955,0.00150955,0.00150955
26,73.905,0.99121,0.62709,0.93357,0.84314,0.85471,0.90064,0.60698,1.14914,0.87446,1.07564,0.001505,0.001505,0.001505
27,76.3818,1.00846,0.57979,0.97299,0.84408,0.83244,0.88896,0.60217,1.11674,0.8202,1.06311,0.0014852,0.0014852,0.0014852
28,78.7874,0.98739,0.59025,0.95048,0.82754,0.85519,0.88568,0.58858,1.17549,0.83282,1.07992,0.0014654,0.0014654,0.0014654
29,81.8717,0.97047,0.59218,0.96308,0.87756,0.81845,0.90109,0.61037,1.1457,0.80748,1.07336,0.0014456,0.0014456,0.0014456
30,84.875,0.94599,0.60525,0.93385,0.87216,0.83138,0.90259,0.60653,1.14843,0.76247,1.07596,0.0014258,0.0014258,0.0014258
31,87.2768,1.02551,0.68839,0.98056,0.8565,0.85059,0.90969,0.60662,1.15084,0.83706,1.07778,0.001406,0.001406,0.001406
32,89.5929,0.99776,0.60544,0.9467,0.8001,0.86126,0.87273,0.57169,1.17387,1.07159,1.09223,0.0013862,0.0013862,0.0013862
33,91.949,1.01017,0.72278,0.95801,0.76973,0.87407,0.85331,0.54662,1.22974,1.07499,1.11293,0.0013664,0.0013664,0.0013664
34,94.5558,1.07324,0.6517,0.97428,0.77857,0.86306,0.8735,0.57172,1.21408,0.89859,1.11063,0.0013466,0.0013466,0.0013466
35,97.9891,0.98743,0.67203,0.93782,0.8046,0.86575,0.89966,0.60049,1.18111,0.83091,1.10194,0.0013268,0.0013268,0.0013268
36,100.339,1.02354,0.60699,0.97404,0.8506,0.84525,0.92341,0.62204,1.16353,0.88858,1.10292,0.001307,0.001307,0.001307
37,102.81,0.99658,0.62921,0.97336,0.88423,0.86553,0.93678,0.6281,1.13051,0.851,1.08145,0.0012872,0.0012872,0.0012872
38,106.909,0.89774,0.59665,0.9478,0.88049,0.873,0.9319,0.60157,1.18761,0.80399,1.09122,0.0012674,0.0012674,0.0012674
39,109.99,0.95082,0.5539,0.93403,0.84835,0.87765,0.90357,0.61335,1.13137,0.77513,1.06505,0.0012476,0.0012476,0.0012476
40,112.865,0.91779,0.58306,0.93199,0.82593,0.87834,0.89109,0.61154,1.12913,0.86911,1.07093,0.0012278,0.0012278,0.0012278
41,115.373,0.94697,0.55776,0.90869,0.82989,0.89541,0.90244,0.61145,1.16661,1.00742,1.08939,0.001208,0.001208,0.001208
42,117.795,0.92892,0.54744,0.94716,0.84968,0.88675,0.92064,0.6306,1.14173,0.95098,1.07441,0.0011882,0.0011882,0.0011882
43,120.27,0.90814,0.58064,0.9462,0.8525,0.87193,0.91051,0.61638,1.14056,0.74895,1.06939,0.0011684,0.0011684,0.0011684
44,123.002,0.92544,0.56598,0.94271,0.85886,0.86375,0.90358,0.60839,1.15233,0.74526,1.07232,0.0011486,0.0011486,0.0011486
45,126.222,0.93218,0.55658,0.9476,0.839,0.87317,0.89543,0.61644,1.11793,0.80589,1.05572,0.0011288,0.0011288,0.0011288
46,128.733,0.92835,0.53467,0.94747,0.85086,0.85912,0.88728,0.61318,1.10971,0.79961,1.04998,0.001109,0.001109,0.001109
47,131.212,0.89512,0.53572,0.93044,0.80339,0.87727,0.88046,0.61166,1.1144,0.76514,1.04402,0.0010892,0.0010892,0.0010892
48,133.565,0.87342,0.50554,0.93009,0.83819,0.88474,0.90668,0.63296,1.10686,0.68774,1.03955,0.0010694,0.0010694,0.0010694
49,136.112,0.9018,0.51407,0.93233,0.86425,0.89687,0.92203,0.64071,1.11033,0.66827,1.04383,0.0010496,0.0010496,0.0010496
50,139.557,0.88166,0.52408,0.92602,0.88035,0.87727,0.91766,0.62982,1.12423,0.69556,1.04815,0.0010298,0.0010298,0.0010298
51,142.157,0.82173,0.49948,0.88771,0.86941,0.88102,0.92369,0.632,1.13558,0.71419,1.053,0.00101,0.00101,0.00101
52,144.609,0.85679,0.4979,0.919,0.87235,0.88982,0.93301,0.64227,1.12742,0.69942,1.04759,0.0009902,0.0009902,0.0009902
53,147.235,0.84397,0.48565,0.89989,0.90361,0.88042,0.94464,0.64577,1.14807,0.68995,1.05481,0.0009704,0.0009704,0.0009704
54,149.731,0.84018,0.47624,0.91121,0.89725,0.87606,0.94565,0.65709,1.12375,0.68009,1.04309,0.0009506,0.0009506,0.0009506
55,155.026,0.86138,0.48243,0.90265,0.89137,0.88445,0.94607,0.65401,1.12811,0.66508,1.04547,0.0009308,0.0009308,0.0009308
56,157.395,0.85969,0.49653,0.90022,0.89106,0.88165,0.94571,0.65349,1.12652,0.6573,1.04809,0.000911,0.000911,0.000911
57,159.806,0.82399,0.49504,0.90509,0.88409,0.89007,0.94259,0.66627,1.09583,0.65262,1.03524,0.0008912,0.0008912,0.0008912
58,162.237,0.80828,0.48583,0.90412,0.88253,0.88687,0.93847,0.66344,1.10662,0.66952,1.03808,0.0008714,0.0008714,0.0008714
59,165.427,0.80569,0.46485,0.88708,0.87296,0.8947,0.9337,0.65095,1.13023,0.66037,1.04899,0.0008516,0.0008516,0.0008516
60,168.963,0.84847,0.4749,0.89992,0.85167,0.91355,0.93112,0.65683,1.10722,0.6474,1.03954,0.0008318,0.0008318,0.0008318
61,171.393,0.81328,0.47755,0.8978,0.87612,0.89221,0.92818,0.64505,1.13423,0.64665,1.05407,0.000812,0.000812,0.000812
62,173.772,0.88299,0.48686,0.92166,0.88385,0.88581,0.92211,0.64143,1.12828,0.64457,1.04668,0.0007922,0.0007922,0.0007922
63,176.212,0.86767,0.51507,0.90781,0.86875,0.89755,0.91865,0.62701,1.13377,0.6524,1.04772,0.0007724,0.0007724,0.0007724
64,179.367,0.80432,0.48666,0.90519,0.86414,0.90961,0.92202,0.6259,1.13695,0.67186,1.05233,0.0007526,0.0007526,0.0007526
65,182.259,0.8136,0.46489,0.90683,0.86813,0.91035,0.92872,0.64441,1.09789,0.66795,1.0353,0.0007328,0.0007328,0.0007328
66,185.112,0.7864,0.45162,0.89167,0.88281,0.91035,0.93532,0.65043,1.09105,0.64816,1.03366,0.000713,0.000713,0.000713
67,188.345,0.84953,0.45254,0.89943,0.89509,0.90146,0.94018,0.65241,1.08436,0.62791,1.02926,0.0006932,0.0006932,0.0006932
68,190.75,0.77024,0.45858,0.88372,0.89382,0.9074,0.94848,0.64826,1.1065,0.61931,1.03378,0.0006734,0.0006734,0.0006734
69,193.94,0.78552,0.45008,0.89582,0.89838,0.90715,0.94316,0.64483,1.10838,0.61725,1.03355,0.0006536,0.0006536,0.0006536
70,196.687,0.76425,0.44356,0.8801,0.90951,0.90104,0.94193,0.65345,1.09224,0.60966,1.02754,0.0006338,0.0006338,0.0006338
71,199.051,0.80801,0.47191,0.9028,0.90505,0.89541,0.94832,0.65864,1.10701,0.60804,1.0354,0.000614,0.000614,0.000614
72,201.429,0.73611,0.42605,0.89104,0.89005,0.90713,0.94877,0.66831,1.10563,0.61035,1.03605,0.0005942,0.0005942,0.0005942
73,203.942,0.77311,0.45395,0.87782,0.87669,0.91807,0.94945,0.6632,1.12398,0.61522,1.04187,0.0005744,0.0005744,0.0005744
74,206.741,0.75945,0.43927,0.88933,0.88387,0.90715,0.94766,0.66136,1.12468,0.62186,1.04165,0.0005546,0.0005546,0.0005546
75,210.058,0.75162,0.4313,0.87667,0.8845,0.89755,0.94379,0.66752,1.1037,0.62761,1.03371,0.0005348,0.0005348,0.0005348
76,212.533,0.72064,0.41381,0.87272,0.88436,0.89968,0.94088,0.66892,1.09266,0.6249,1.0313,0.000515,0.000515,0.000515
77,214.887,0.74391,0.41086,0.86645,0.88477,0.89319,0.93614,0.65751,1.09602,0.62371,1.03246,0.0004952,0.0004952,0.0004952
78,217.336,0.7654,0.43118,0.8935,0.86881,0.90715,0.93375,0.65078,1.10572,0.62487,1.0363,0.0004754,0.0004754,0.0004754
79,219.712,0.69009,0.40535,0.86098,0.89908,0.88047,0.93448,0.65006,1.11269,0.61879,1.03989,0.0004556,0.0004556,0.0004556
80,222.798,0.72977,0.42442,0.88981,0.89697,0.88687,0.9356,0.65238,1.11484,0.61423,1.0431,0.0004358,0.0004358,0.0004358
81,225.672,0.71811,0.40956,0.89012,0.89985,0.89007,0.93672,0.65943,1.1027,0.60711,1.0382,0.000416,0.000416,0.000416
82,228.011,0.69676,0.4075,0.86795,0.89988,0.89209,0.93759,0.66592,1.0903,0.60545,1.03282,0.0003962,0.0003962,0.0003962
83,230.462,0.70139,0.39971,0.85673,0.90208,0.88474,0.93961,0.6598,1.10592,0.61212,1.04068,0.0003764,0.0003764,0.0003764
84,232.895,0.74211,0.40843,0.90438,0.89442,0.89506,0.94158,0.65684,1.11887,0.61666,1.04579,0.0003566,0.0003566,0.0003566
85,235.877,0.73471,0.39774,0.87979,0.8978,0.89648,0.94328,0.65765,1.11227,0.61327,1.04256,0.0003368,0.0003368,0.0003368
86,239.012,0.6997,0.41047,0.86524,0.89893,0.89968,0.94333,0.6619,1.10881,0.605,1.04229,0.000317,0.000317,0.000317
87,241.381,0.68843,0.38045,0.86735,0.903,0.89861,0.94282,0.66135,1.10758,0.59358,1.04246,0.0002972,0.0002972,0.0002972
88,243.734,0.71349,0.38314,0.87075,0.90972,0.90181,0.9462,0.66365,1.10466,0.58516,1.04095,0.0002774,0.0002774,0.0002774
89,246.103,0.68294,0.38916,0.87025,0.90984,0.9047,0.94625,0.66282,1.10185,0.5808,1.0413,0.0002576,0.0002576,0.0002576
90,248.52,0.68265,0.39616,0.85815,0.90789,0.90075,0.94441,0.65823,1.10684,0.58105,1.045,0.0002378,0.0002378,0.0002378
91,254.241,0.69777,0.37267,0.86513,0.90662,0.90144,0.94303,0.65996,1.1075,0.58402,1.0456,0.000218,0.000218,0.000218
92,256.621,0.692,0.37844,0.86886,0.91038,0.90181,0.9442,0.66132,1.09854,0.58425,1.04197,0.0001982,0.0001982,0.0001982
93,259.014,0.68697,0.38307,0.84782,0.91265,0.89755,0.94506,0.6635,1.09505,0.58183,1.04119,0.0001784,0.0001784,0.0001784
94,261.312,0.6346,0.34934,0.84723,0.90735,0.89884,0.94524,0.6667,1.09254,0.57923,1.04143,0.0001586,0.0001586,0.0001586
95,264.246,0.66261,0.35907,0.84558,0.90637,0.89878,0.94524,0.66898,1.08961,0.57997,1.04002,0.0001388,0.0001388,0.0001388
96,267.556,0.68805,0.37333,0.87769,0.90958,0.89968,0.9448,0.66915,1.08502,0.57816,1.03867,0.000119,0.000119,0.000119
97,272.979,0.65339,0.34611,0.85297,0.91433,0.89987,0.94462,0.66972,1.08404,0.57741,1.0386,9.92e-05,9.92e-05,9.92e-05
98,275.535,0.63947,0.34683,0.86609,0.91497,0.90075,0.94458,0.67059,1.08584,0.57725,1.03948,7.94e-05,7.94e-05,7.94e-05
99,278.456,0.65099,0.3597,0.84574,0.91489,0.89861,0.94441,0.67114,1.08732,0.57758,1.03972,5.96e-05,5.96e-05,5.96e-05
100,284.886,0.65689,0.36362,0.87515,0.91159,0.89861,0.94404,0.66939,1.08759,0.57736,1.03959,3.98e-05,3.98e-05,3.98e-05
